url,http_status,canonical,title,title_length,description,description_length,h1,robots,jsonld_types,incoming_source_pages,click_depth_from_home,html_bytes,main_words,note
https://sk-rosa.ru/ognezashchita-metallokonstruktsiy,200,https://sk-rosa.ru/ognezashchita-metallokonstruktsiy,Огнезащита металлоконструкций в Москве и МО | ROSA,50,"Огнезащита металлоконструкций в Москве и Московской области. Балки, колонны, фермы, лестницы и несущие элементы: расчёт, нанесение и документы.",143,Огнезащита металлоконструкций в Москве и Московской области,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ListItem; Offer; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; UnitPriceSpecification; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",388,1,58635,792,
https://sk-rosa.ru/arenda-stroitelnogo-oborudovaniya,200,https://sk-rosa.ru/arenda-stroitelnogo-oborudovaniya,"Аренда оборудования — Москва, Долгопрудный | ROSA",49,"Аренда строительного оборудования в Москве и Долгопрудном. Самовывоз или доставка по Москве и Московской области, посуточные тарифы, договор и акт.",147,Аренда строительного оборудования в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; AggregateOffer; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['ItemList', 'OfferCatalog']; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",388,1,58271,785,
https://sk-rosa.ru/arenda-instrumenta,200,https://sk-rosa.ru/arenda-instrumenta,Аренда инструмента в Москве и Долгопрудном | ROSA,49,"Аренда инструмента в Москве и Долгопрудном: 28 категорий, 260 позиций, ориентиры цен от 190 ₽/сутки. Самовывоз или доставка.",124,Аренда инструмента в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",29,2,74896,1222,
https://sk-rosa.ru/arenda-stroitelnoy-tekhniki,200,https://sk-rosa.ru/arenda-stroitelnoy-tekhniki,Аренда строительной техники в Москве и Долгопрудном | ROSA,58,"Аренда строительной техники в Москве и Долгопрудном: 18 категорий, 123 позиции, ориентиры цен от 190 ₽/сутки. Самовывоз или доставка.",133,Аренда строительной техники в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",19,2,62758,907,
https://sk-rosa.ru/arenda-oborudovaniya/bolgarki-ushm,200,https://sk-rosa.ru/arenda-oborudovaniya/bolgarki-ushm,"Аренда болгарок (УШМ) — Москва, Долгопрудный | ROSA",51,"Для резки, зачистки и шлифования металла, камня или бетона. Аренда в Москве и Долгопрудном — от 190 ₽/сутки.",108,Аренда болгарок (УШМ) в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,56336,774,
https://sk-rosa.ru/arenda-oborudovaniya/gajkoverty,200,https://sk-rosa.ru/arenda-oborudovaniya/gajkoverty,"Аренда гайковертов — Москва, Долгопрудный | ROSA",48,"Для сборки и разборки резьбовых соединений в ремонте, монтаже и автосервисе. Аренда в Москве и Долгопрудном — от 390 ₽/сутки.",125,Аренда гайковертов в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,50070,573,
https://sk-rosa.ru/arenda-oborudovaniya/dozatory-dlya-him-ankerov,200,https://sk-rosa.ru/arenda-oborudovaniya/dozatory-dlya-him-ankerov,"Аренда дозаторов химанкера — Москва, Долгопрудный | ROSA",56,Для точной подачи химического состава при установке анкеров в бетон и кирпич. Аренда в Москве и Долгопрудном — от 790 ₽/сутки.,126,Аренда дозаторов химанкера в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,43769,444,
https://sk-rosa.ru/arenda-oborudovaniya/dreli-i-shurupoverty,200,https://sk-rosa.ru/arenda-oborudovaniya/dreli-i-shurupoverty,"Аренда дрелей и шуруповёртов — Москва, Долгопрудный | ROSA",58,"Для сверления дерева и металла, сборки конструкций и работы с крепежом. Аренда в Москве и Долгопрудном — от 190 ₽/сутки.",120,Аренда дрелей и шуруповёртов в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,54401,701,
https://sk-rosa.ru/arenda-oborudovaniya/zaklepochniki,200,https://sk-rosa.ru/arenda-oborudovaniya/zaklepochniki,"Аренда заклёпочников — Москва, Долгопрудный | ROSA",50,"Для соединения листового металла, профиля и других тонкостенных деталей. Аренда в Москве и Долгопрудном — от 390 ₽/сутки.",121,Аренда заклёпочников в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,48563,532,
https://sk-rosa.ru/arenda-oborudovaniya/izmeritelnyj-instrument,200,https://sk-rosa.ru/arenda-oborudovaniya/izmeritelnyj-instrument,"Аренда измерительного инструмента — Москва, Долгопрудный | ROSA",63,"Для разметки, контроля уровня, расстояний и геометрии при монтаже и отделке. Аренда в Москве и Долгопрудном — от 190 ₽/сутки.",125,Аренда измерительного инструмента в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,64816,969,
https://sk-rosa.ru/arenda-oborudovaniya/kluppy-elektricheskie-rezbonareznye,200,https://sk-rosa.ru/arenda-oborudovaniya/kluppy-elektricheskie-rezbonareznye,"Аренда электрических клуппов — Москва, Долгопрудный | ROSA",58,Для быстрой нарезки наружной резьбы на стальных трубах при монтаже коммуникаций. Аренда в Москве и Долгопрудном — от 1 090 ₽/сутки.,131,Аренда электрических клуппов в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,43751,413,
https://sk-rosa.ru/arenda-oborudovaniya/kraskopulty,200,https://sk-rosa.ru/arenda-oborudovaniya/kraskopulty,"Аренда краскопультов — Москва, Долгопрудный | ROSA",50,"Для равномерного нанесения краски и других покрытий на стены, потолки, фасады и детали. Аренда в Москве и Долгопрудном — от 390 ₽/сутки.",136,Аренда краскопультов в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,69942,1074,
https://sk-rosa.ru/arenda-oborudovaniya/lobzikovye-pily,200,https://sk-rosa.ru/arenda-oborudovaniya/lobzikovye-pily,"Аренда электролобзиков — Москва, Долгопрудный | ROSA",52,"Для прямого и фигурного распила дерева, ламината, пластика или металла. Аренда в Москве и Долгопрудном — от 290 ₽/сутки.",120,Аренда электролобзиков в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,47980,550,
https://sk-rosa.ru/arenda-oborudovaniya/miksery,200,https://sk-rosa.ru/arenda-oborudovaniya/miksery,"Аренда строительных миксеров — Москва, Долгопрудный | ROSA",58,"Для замешивания штукатурки, клея, шпаклёвки, растворов и красок. Аренда в Москве и Долгопрудном — от 390 ₽/сутки.",113,Аренда строительных миксеров в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,44740,458,
https://sk-rosa.ru/arenda-oborudovaniya/montazhnye-pistolety,200,https://sk-rosa.ru/arenda-oborudovaniya/montazhnye-pistolety,"Аренда монтажных пистолетов — Москва, Долгопрудный | ROSA",57,"Для быстрого крепления элементов к бетону, кирпичу или стали при строительстве и отделке. Аренда в Москве и Долгопрудном — от 990 ₽/сутки.",138,Аренда монтажных пистолетов в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,61679,872,
https://sk-rosa.ru/arenda-oborudovaniya/montazhnyj-instrument-dlya-trub,200,https://sk-rosa.ru/arenda-oborudovaniya/montazhnyj-instrument-dlya-trub,"Аренда инструмента для монтажа труб — Москва, Долгопрудный | ROSA",65,"Для монтажа, соединения и обслуживания труб в системах водоснабжения и отопления. Аренда в Москве и Долгопрудном — от 590 ₽/сутки.",130,Аренда инструмента для монтажа труб в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,53520,653,
https://sk-rosa.ru/arenda-oborudovaniya/nozhnicy-po-metallu,200,https://sk-rosa.ru/arenda-oborudovaniya/nozhnicy-po-metallu,"Аренда ножниц по металлу — Москва, Долгопрудный | ROSA",54,Для прямого и фигурного раскроя листового металла и профиля без абразивной резки. Аренда в Москве и Долгопрудном — от 990 ₽/сутки.,130,Аренда ножниц по металлу в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,41406,374,
https://sk-rosa.ru/arenda-oborudovaniya/opressovochnye-nasosy,200,https://sk-rosa.ru/arenda-oborudovaniya/opressovochnye-nasosy,"Аренда опрессовочных насосов — Москва, Долгопрудный | ROSA",58,"Для проверки герметичности трубопроводов, отопления и водоснабжения давлением. Аренда в Москве и Долгопрудном — от 590 ₽/сутки.",127,Аренда опрессовочных насосов в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,45575,462,
https://sk-rosa.ru/arenda-oborudovaniya/payalnik-dlya-svarki-polipropilenovyh-trub,200,https://sk-rosa.ru/arenda-oborudovaniya/payalnik-dlya-svarki-polipropilenovyh-trub,"Аренда паяльников для полипропилена — Москва, Долгопрудный | ROSA",65,Для сварки полипропиленовых труб при монтаже водоснабжения и отопления. Аренда в Москве и Долгопрудном — от 390 ₽/сутки.,120,Аренда паяльников для полипропилена в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,46238,485,
https://sk-rosa.ru/arenda-oborudovaniya/perforatory,200,https://sk-rosa.ru/arenda-oborudovaniya/perforatory,"Аренда перфораторов — Москва, Долгопрудный | ROSA",49,"Для сверления отверстий и долбления бетона, кирпича и камня при монтаже и демонтаже. Аренда в Москве и Долгопрудном — от 390 ₽/сутки.",133,Аренда перфораторов в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,76093,1386,
https://sk-rosa.ru/arenda-oborudovaniya/promyshlennye-feny,200,https://sk-rosa.ru/arenda-oborudovaniya/promyshlennye-feny,"Аренда промышленных фенов — Москва, Долгопрудный | ROSA",55,"Для нагрева, снятия покрытий, усадки материалов и формования пластика. Аренда в Москве и Долгопрудном — от 290 ₽/сутки.",119,Аренда промышленных фенов в Москве и Долгопрудном,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","AdministrativeArea; Answer; BreadcrumbList; City; ContactPoint; FAQPage; GeoCoordinates; ImageObject; ItemList; ListItem; OpeningHoursSpecification; PostalAddress; Question; Service; ServiceChannel; WebPage; WebSite; ['Organization', 'LocalBusiness', 'HomeAndConstructionBusiness']",1,3,48068,530,
